score	row	col
10	9	9
20	29	29
50	167	163
105	246	247
23	37	35
22	37	38
42	57	58
22	37	38
42	57	58
19	60	59
23	64	67
19	60	59
55	149	136
21	20	20
58	95	95
175	391	390
150	292	297
14	19	20
138	226	224
248	481	496
40	74	76
53	206	210
177	451	426
57	344	319
159	420	408
41	95	103
191	552	557
95	276	277
80	191	195
21	74	51
145	459	447
97	166	164
36	41	42
131	1099	1038
89	181	178
37	68	71
139	754	691
62	161	163
25	213	206
11	10	10
62	109	110
30	59	63
53	81	82
165	333	337
67	207	200
88	256	254
40	88	91
91	189	182
43	102	101
100	181	189
91	148	150
26	49	47
43	150	152
17	38	40
20	19	19
70	160	161
27	33	32
74	140	146
31	74	74
151	467	476
10	9	9
151	467	476
10	9	9
121	1050	966
17	35	33
154	750	778
62	411	422
154	750	778
108	491	513
124	750	764
105	491	513
12	30	36
118	542	565
164	750	778
105	491	513
174	750	778
108	491	513
23	44	44
16	21	22
23	44	44
16	21	22
23	44	44
16	21	22
23	44	44
16	21	22
23	44	44
16	21	22
23	44	44
445	1342	2038
26	25	25
12	11	11
26	25	25
12	11	11
19	18	18
25	34	34
38	56	54
31	30	30
76	318	307
52	70	71
274	1015	1014
174	904	882
46	97	98
108	409	370
50	212	214
168	585	600
14	13	13
48	177	179
48	268	258
82	270	249
22	61	65
45	347	320
19	42	43
13	39	41
19	42	43
10	9	84
200	493	506
59	137	136
116	375	356
23	28	29
54	127	130
119	240	240
22	2064	2276
45	91	92
39	81	88
38	135	142
31	52	55
274	616	598
373	1440	1326
74	271	258
40	102	107
162	396	379
59	169	165
73	245	259
13	142	67
193	2118	1693
156	2299	1857
135	395	389
177	1349	1334
49	93	93
58	214	166
49	145	147
128	482	448
70	654	584
39	197	177
35	128	121
185	521	523
87	355	347
15	14	14
173	563	590
99	318	309
153	466	440
12	42	43
80	162	161
55	99	100
254	623	635
46	121	123
115	243	242
21	20	20
105	223	223
21	20	20
40	65	62
21	72	78
40	105	107
106	438	448
25	53	54
113	455	394
129	272	259
165	386	383
116	343	345
44	81	77
25	52	50
59	163	156
27	66	68
40	58	59
269	1150	1091
40	428	352
136	4360	3346
40	428	352
136	4360	3347
103	3715	2696
36	46	47
111	3736	2715
36	46	47
53	3508	2495
36	46	47
53	3508	2496
36	46	47
18	52	54
30	40	41
21	88	93
23	59	61
47	107	114
29	41	41
57	188	179
47	70	68
44	96	92
12	11	11
132	411	418
58	222	232
132	411	418
58	222	232
184	657	627
37	90	93
17	46	40
39	137	124
119	504	470
120	606	591
38	387	360
18	17	17
22	46	36
20	49	48
30	36	35
33	59	57
42	87	90
19	18	18
13	12	12
22	56	58
77	252	252
65	123	123
170	546	542
36	82	75
10	9	9
104	209	198
72	352	365
49	236	245
17	26	24
153	211	214
88	362	349
94	211	210
71	238	235
66	363	350
76	238	235
66	363	350
56	83	83
135	439	443
10	9	9
174	482	482
96	453	356
124	426	397
153	912	858
19	29	30
95	453	357
119	426	397
148	912	858
19	29	30
95	453	346
119	426	397
148	912	858
19	29	30
95	453	346
119	426	397
148	912	858
19	29	30
55	92	117
102	426	392
131	912	852
19	29	30
15	14	14
61	105	110
15	14	14
61	105	110
15	14	14
61	105	110
15	14	14
61	105	110
15	14	14
61	105	110
15	14	14
61	105	110
85	138	138
45	147	150
24	23	23
36	47	46
17	22	23
77	164	163
61	105	91
21	25	25
33	110	105
18	22	22
30	36	35
16	26	27
15	25	26
31	37	36
10	9	9
38	108	109
99	236	245
34	45	44
20	24	24
24	62	66
52	147	131
70	124	127
64	123	126
52	148	132
69	123	126
52	148	132
117	481	476
47	148	132
47	147	131
55	124	127
154	436	438
52	186	189
61	238	215
33	59	61
24	87	82
15	14	14
34	49	50
86	166	174
42	160	154
18	22	22
108	504	479
22	21	21
10	9	9
136	384	358
30	79	79
160	397	402
30	79	79
160	397	402
17	25	22
103	262	248
309	960	927
55	82	74
24	226	227
46	477	435
40	90	83
12	16	16
83	277	262
87	877	775
80	191	196
26	35	35
13	22	22
14	13	13
68	132	137
53	78	78
40	71	69
72	180	173
1905	6347	7572
1506	5104	6367
1905	6347	7572
1506	5104	6367
1905	6347	7572
1506	5104	6367
1905	6347	7572
1506	5104	6367
2737	9339	9152
573	1974	1921
2737	9339	9152
573	1974	1921
2737	9339	9152
573	1974	1921
854	2508	3854
1624	5626	8236
1145	3403	4733
2916	9807	9595
39	91	91
24	23	23
93	179	180
23	22	22
14	13	13
27	115	121
76	194	199
24	29	30
88	251	235
11	10	10
93	513	492
33	49	51
53	212	207
20	19	19
65	295	303
11	10	10
91	179	180
38	57	56
9	8	8
46	81	78
49	422	366
28	55	56
29	45	44
38	71	72
78	148	138
21	20	20
32	87	89
12	11	11
70	112	114
18	23	24
84	217	221
41	80	79
39	80	84
13	12	12
94	194	194
76	201	199
35	126	121
75	125	128
48	63	64
55	95	95
99	203	211
27	26	26
148	337	353
24	42	45
12	11	11
41	155	141
40	97	97
44	229	224
23	82	65
70	264	275
37	1074	720
34	76	78
445	1134	1152
1557	3321	3268
34	50	49
1050	2028	2014
2465	6294	9993
817	1595	1581
2277	5484	8538
333	693	686
2166	5530	5533
1487	2944	2898
449	1134	1152
1588	3321	3267
455	1134	1152
1650	3321	3267
17	16	16
45	76	76
47	186	184
40	362	250
47	186	184
40	362	250
28	68	67
47	187	185
89	191	205
99	305	306
81	186	191
82	173	177
53	85	85
24	29	30
33	32	32
24	78	76
33	32	32
24	78	76
77	199	198
160	458	465
19	29	26
33	45	45
87	175	182
104	201	211
66	107	105
62	247	235
18	23	24
23	27	27
53	89	87
23	22	22
88	546	508
72	320	326
97	286	285
32	93	98
76	255	250
83	206	209
316	1091	1564
165	760	652
395	1424	1347
156	740	631
428	1442	1458
185	787	677
114	956	382
145	479	1211
152	797	689
52	104	106
297	1224	1495
78	2418	925
66	607	1392
166	1120	1877
417	4112	1333
27	26	26
101	635	1373
110	639	828
54	166	170
91	208	200
118	921	943
39	79	79
78	237	250
17	16	16
168	492	435
59	106	112
24	29	30
131	423	431
52	271	249
30	80	78
29	79	77
48	272	250
29	79	77
38	272	250
99	262	271
73	142	148
41	149	118
56	158	149
61	179	177
87	616	536
16	15	15
50	167	146
16	15	15
50	167	146
16	15	15
50	167	150
16	15	15
120	338	326
16	15	15
106	338	320
16	15	15
106	338	320
44	103	101
66	151	152
92	200	203
24	28	28
30	46	45
13	12	12
34	60	63
82	165	166
14	13	13
33	59	58
37	94	98
85	321	300
32	55	53
36	82	81
56	126	123
30	41	40
15	20	21
35	47	47
43	219	215
54	81	79
140	388	375
139	1103	1067
63	137	137
37	49	49
51	267	229
62	1636	1158
28	63	63
33	39	38
27	39	39
24	43	42
71	152	150
68	155	156
29	87	80
121	921	931
218	2112	2142
103	463	449
129	1543	1497
98	1103	1128
136	629	621
302	1001	950
13	23	24
57	133	122
21	20	20
46	203	196
21	35	36
50	132	139
84	275	286
17	16	16
72	191	193
28	73	73
60	178	185
75	302	292
43	111	112
82	230	212
137	280	276
24	101	95
10	9	9
174	490	474
53	185	182
27	43	45
35	281	257
34	311	274
128	222	231
36	42	41
130	411	390
46	142	129
130	411	390
46	142	129
32	101	92
249	646	651
258	1192	1601
23	36	39
115	470	448
42	107	100
55	125	132
42	115	116
66	176	175
33	65	68
29	52	56
29	34	35
47	134	127
44	698	663
161	1664	1491
60	132	138
52	155	149
36	70	72
70	86	88
97	309	313
82	598	545
26	99	98
74	605	466
16	32	31
35	119	123
35	51	53
38	48	49
47	97	103
126	598	529
21	35	33
43	244	221
114	886	832
36	313	281
109	215	214
83	226	237
15	14	14
47	568	512
294	1323	1242
66	150	147
294	1323	1242
234	728	734
46	76	76
22	27	28
108	319	299
77	199	209
170	614	598
394	723	731
49	230	246
1252	7135	8732
662	9874	6156
1252	7135	8732
662	9874	6156
1252	7135	8732
662	9874	6156
601	3852	3790
612	3445	6112
601	3852	3790
612	3445	6112
601	3852	3790
612	3445	6112
542	9110	5717
111	1297	1313
542	9110	5717
111	1297	1313
343	1920	4608
1048	4964	9999
996	9997	9820
41	298	1270
75	155	158
98	251	253
31	55	54
117	386	366
31	35	35
42	245	209
98	295	260
607	1513	1468
16	15	15
68	122	131
34	44	45
64	867	854
42	646	613
30	45	46
34	300	280
41	92	97
94	804	795
27	69	71
34	44	45
39	244	251
39	1003	963
15	189	217
183	594	607
17	27	28
98	193	189
53	600	558
156	254	246
16	55	48
81	163	164
72	155	148
67	5405	98
39	61	61
18	39	38
167	5327	434
13	2147	2737
42	3072	60
35	1551	60
109	8849	193
68	2739	153
88	2701	112
68	2000	153
43	6006	61
50	5762	76
20	1546	19
74	2936	269
21	3235	20
35	9409	60
70	1410	113
92	2940	140
43	123	122
50	4251	76
70	2182	130
124	2987	435
119	807	435
65	200	196
70	2923	113
93	4621	189
187	3414	360
125	2153	273
15	1557	15
153	1218	441
222	1240	481
50	75	76
172	4906	345
82	3168	153
20	4207	19
248	3180	916
39	3112	61
24	1475	42
42	73	398
84	555	182
43	1573	61
43	73	74
254	6122	933
224	1978	845
161	3754	327
170	1656	1312
43	7127	61
189	2299	825
186	1246	539
169	522	504
71	172	170
39	161	160
11	21	22
38	138	202
103	347	338
31	45	45
18	29	31
20	39	39
90	233	237
101	210	215
11	10	10
